pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,sy_dist,st_teff,st_mass,st_rad,DBSCAN_Cluster,Cluster_Name,LOF_Score,LOF_Label,Potential_Outlier,Outlier_Status
HD 2039 b,HD 2039,Radial Velocity,2002,1120.0,12.7,1.14,1999.1507,6.29,210.84,85.6922,5945.0,1.23,1.19,0,Cluster 0,1.0236143914133415,1,False,Normal
KOI-142 b,KOI-142,Transit,2013,10.91647,3.438,0.30671782,9.5,0.03,758.0,376.863,5466.0,0.99,0.897,1,Cluster 1,1.1778966445764993,1,False,Normal
HAT-P-8 b,HAT-P-8,Transit,2008,3.07634,15.6926,1.4,406.8224,1.28,1713.0,211.553,6200.0,1.27,1.57,0,Cluster 0,0.9706937065056558,1,False,Normal
K2-43 b,K2-43,Transit,2016,3.471149,4.51,0.40235525,18.5,0.0583,939.3,182.536,3840.6,0.571,0.542,1,Cluster 1,1.3080589455970784,1,False,Normal
Kepler-1753 b,Kepler-1753,Transit,2021,16.00460052,2.22678077,0.19866042,5.59,0.0176,583.0,707.688,5180.0,0.86,0.769,1,Cluster 1,0.9880749153081736,1,False,Normal
Kepler-1176 b,Kepler-1176,Transit,2016,24.1738579,2.45,0.21857436,6.57,0.0207,595.0,864.699,5844.0,1.01,1.02,1,Cluster 1,0.9794531475245314,1,False,Normal
K2-126 b,K2-126,Transit,2017,7.385655,1.97,0.17575163,4.54,0.0143,601.0,102.953,4339.0,0.69,0.65,1,Cluster 1,0.9730122241414282,1,False,Normal
Kepler-1263 b,Kepler-1263,Transit,2016,4.55139967,1.14,0.10170399,1.55,0.00489,907.0,664.83,5213.0,0.84,0.8,1,Cluster 1,0.9985954014174961,1,False,Normal
Kepler-1416 b,Kepler-1416,Transit,2016,1.49514952,0.88,0.07850834,0.615,0.00193,1870.0,949.59,6019.0,1.09,1.15,1,Cluster 1,1.0552828789278441,1,False,Normal
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223021,0.65,0.05798912,0.208,0.000653,1287.0,399.114,5564.0,0.94,0.99,1,Cluster 1,1.0396648081636648,1,False,Normal
K2-85 b,K2-85,Transit,2016,0.68453862616,1.4,0.12489985,3.2,0.01006833,1355.0,97.2179,4232.0,0.7,0.71,1,Cluster 1,1.240099106544117,1,False,Normal
Kepler-368 c,Kepler-368,Transit,2014,72.379334,3.88,0.346,14.3,0.0451,575.0,770.978,5502.0,1.165,2.019,1,Cluster 1,1.7565548575371932,-1,True,Potential Outlier
K2-123 b,K2-123,Transit,2017,30.951524,2.76,0.24623071,8.05,0.0253,338.0,161.555,4035.0,0.62,0.59,1,Cluster 1,0.9966388187166558,1,False,Normal
Kepler-770 b,Kepler-770,Transit,2016,18.92540274,2.3,0.20519226,5.9,0.0186,1171.0,930.457,5598.0,0.94,0.92,1,Cluster 1,1.008496946974754,1,False,Normal
Kepler-1399 b,Kepler-1399,Transit,2016,1.638653058,1.25,0.11151753,2.1,0.0066,1610.0,1385.7,5735.0,0.97,0.96,1,Cluster 1,0.9919899825556662,1,False,Normal
Kepler-723 b,Kepler-723,Transit,2016,4.082275068,12.19,1.08751896,,,1016.0,1071.8,5539.0,0.92,0.89,0,Cluster 0,0.9849371361720453,1,False,Normal
K2-107 b,K2-107,Transit,2017,3.313959,15.98,1.42564011,266.9772,0.84,1649.0,685.2,6061.0,1.3,1.81,0,Cluster 0,0.9902025755008947,1,False,Normal
K2-45 b,K2-45,Transit,2016,1.7292684,6.71,0.5986261,36.4,0.114,1073.56,495.317,4103.0,0.503,0.445,1,Cluster 1,1.6783359404849332,-1,True,Potential Outlier
K2-365 b,K2-365,Transit,2022,23.448172,2.906,0.2592564,8.78,0.0276,,187.222,5561.0,0.823,1.051,1,Cluster 1,1.139848556559762,1,False,Normal
K2-127 b,K2-127,Transit,2017,3.588163,8.37,0.74672138,52.9,0.167,809.0,709.999,4575.0,0.72,0.66,0,Cluster 0,1.030980368028459,1,False,Normal
K2-195 b,K2-195,Transit,2018,15.852975,3.13,0.2792399,9.96,0.0313,720.0,315.014,5713.0,0.94,0.99,1,Cluster 1,1.011363666343303,1,False,Normal
K2-80 c,K2-80,Transit,2016,5.605,1.47,0.13114462,2.76,0.00869,1002.42,200.802,5441.0,0.9,0.87,1,Cluster 1,0.9781713881930527,1,False,Normal
K2-229 c,K2-229,Transit,2018,8.32727,2.03,0.18110447,7.0,0.02202446,750.0,102.564,5315.0,0.87,0.79,1,Cluster 1,1.1290162619647885,1,False,Normal
HAT-P-3 b,HAT-P-3,Transit,2007,2.8997,10.53646,0.94,206.5895,0.65,1189.0,134.554,5185.0,1.06,0.87,0,Cluster 0,1.0547908568440165,1,False,Normal
WASP-32 b,WASP-32,Transit,2010,2.71866,10.76064,0.96,835.8929,2.63,1388.0,275.994,6140.0,0.72,0.95,0,Cluster 0,1.9477685094501418,-1,True,Potential Outlier
WASP-24 b,WASP-24,Transit,2010,2.34121,15.46842,1.38,394.1092,1.24,1772.0,322.114,6075.0,1.43,1.42,0,Cluster 0,1.0279679461172728,1,False,Normal
Kepler-65 c,Kepler-65,Transit,2012,5.859944,2.58,0.23,5.4,0.017,1246.0,303.728,6211.0,1.25,1.41,1,Cluster 1,1.022027553020167,1,False,Normal
TrES-2 b,TrES-2,Transit,2006,2.47063,15.24424,1.36,473.5667,1.49,1466.0,215.32,5850.0,1.36,1.12,0,Cluster 0,1.164814930532818,1,False,Normal
Kepler-939 b,Kepler-939,Transit,2016,14.878296,1.75,0.15612454,3.71,0.0117,692.0,2093.62,5471.0,0.88,0.85,1,Cluster 1,1.0477402490596108,1,False,Normal
Kepler-1028 b,Kepler-1028,Transit,2016,2.51462432,1.33,0.11865465,2.33,0.00733,1217.0,607.916,5522.0,0.9,0.87,1,Cluster 1,0.9955709454464106,1,False,Normal
HAT-P-67 b,HAT-P-67,Transit,2017,4.8101069,23.9872187,2.14,143.02278315,0.45,1903.0,371.686,6640.0,1.73,2.62,0,Cluster 0,1.5822656390800507,-1,True,Potential Outlier
Kepler-1101 b,Kepler-1101,Transit,2016,81.3151059,2.47,0.22035864,6.66,0.021,393.0,742.473,5614.0,0.94,0.91,1,Cluster 1,1.0083276955567488,1,False,Normal
Kepler-1388 b,Kepler-1388,Transit,2016,12.2854603,2.59,0.23106432,7.22,0.0227,434.0,453.795,4098.0,0.63,0.61,1,Cluster 1,0.9938221633416784,1,False,Normal
Kepler-768 b,Kepler-768,Transit,2016,11.3910025,1.79,0.1596931,3.86,0.0121,618.0,784.56,5108.0,0.82,0.78,1,Cluster 1,1.0172583230974641,1,False,Normal
Kepler-796 b,Kepler-796,Transit,2016,6.40087618,1.3,0.11597823,2.24,0.00705,1109.0,817.584,5475.0,0.93,1.09,1,Cluster 1,0.995483741290865,1,False,Normal
Kepler-110 b,Kepler-110,Transit,2014,12.691112,1.83,0.163,4.01,0.0126,1008.0,586.531,5960.0,0.989,1.149,1,Cluster 1,1.0242421158128996,1,False,Normal
Kepler-1042 b,Kepler-1042,Transit,2016,10.13202575,2.19,0.19537871,5.43,0.0171,574.0,659.0,4815.0,0.75,0.72,1,Cluster 1,0.9953223770572233,1,False,Normal
Kepler-334 c,Kepler-334,Transit,2014,12.758005,1.43,0.128,2.63,0.00829,822.0,426.59,5828.0,1.022,1.068,1,Cluster 1,1.0198594326808805,1,False,Normal
Kepler-937 b,Kepler-937,Transit,2016,67.668827,3.72,0.33187617,13.4,0.042,495.0,1571.46,6095.0,1.15,1.22,1,Cluster 1,1.0873363495150419,1,False,Normal
Kepler-1117 b,Kepler-1117,Transit,2016,4.79028459,1.11,0.09902757,1.41,0.00444,938.0,568.487,5612.0,0.95,0.93,1,Cluster 1,1.0134101019318653,1,False,Normal
Kepler-1789 b,Kepler-1789,Transit,2021,80.23190308,2.83137505,0.2525988,8.4,0.0264,380.0,611.461,5436.0,0.92,0.888,1,Cluster 1,1.0093609266488195,1,False,Normal
Kepler-1831 b,Kepler-1831,Transit,2021,5.78387022,1.97019818,0.17576961,4.54,0.0143,1051.0,1053.49,6063.0,1.117,1.012,1,Cluster 1,1.01840351866222,1,False,Normal
Kepler-1245 b,Kepler-1245,Transit,2016,4.35409304,1.44,0.1284682,2.67,0.00839,1043.0,805.936,5306.0,0.86,0.83,1,Cluster 1,0.9939693874272224,1,False,Normal
Kepler-114 b,Kepler-114,Transit,2014,5.188549,1.26,0.112,1.09,0.00342952,586.0,259.533,4605.0,0.77,0.667,1,Cluster 1,1.140062801605109,1,False,Normal
Kepler-1105 b,Kepler-1105,Transit,2016,4.421572182,2.01,0.17932019,4.7,0.0148,729.0,318.004,4299.0,0.71,0.68,1,Cluster 1,1.0062936185124107,1,False,Normal
Kepler-187 b,Kepler-187,Transit,2014,4.938864,1.41,0.126,2.57,0.00809,1244.0,1143.0,6105.0,1.081,1.287,1,Cluster 1,0.9745403460129207,1,False,Normal
Kepler-1379 b,Kepler-1379,Transit,2016,0.881841146,1.3,0.11597823,2.24,0.00705,1564.0,971.325,5188.0,0.83,0.79,1,Cluster 1,1.0363103922469599,1,False,Normal
Kepler-304 c,Kepler-304,Transit,2014,5.315946,2.17,0.194,5.35,0.0168,746.0,434.684,4731.0,0.737,0.687,1,Cluster 1,0.9616081418327427,1,False,Normal
Kepler-1291 b,Kepler-1291,Transit,2016,8.63043276,1.66,0.14809528,3.39,0.0107,739.0,897.352,5216.0,0.84,0.8,1,Cluster 1,0.9948408594569067,1,False,Normal
Kepler-304 e,Kepler-304,Transit,2016,1.499146953,1.2,0.10705683,1.87,0.00588,1137.0,434.684,4817.0,0.8,0.73,1,Cluster 1,1.0851244750155176,1,False,Normal
Kepler-461 b,Kepler-461,Transit,2016,8.313783059,2.58,0.23017218,7.18,0.0226,886.0,692.158,5634.0,0.98,0.91,1,Cluster 1,0.9952085046057799,1,False,Normal
Kepler-1894 b,Kepler-1894,Transit,2021,2.762660027,1.20117759,0.10716207,1.87,0.0059,1231.0,935.191,5772.0,0.999,0.901,1,Cluster 1,0.9814186836540303,1,False,Normal
Kepler-576 b,Kepler-576,Transit,2016,29.91136794,3.27,0.29172986,10.7,0.0338,541.0,617.55,5672.0,0.99,0.97,1,Cluster 1,1.0230093044232873,1,False,Normal
Kepler-1893 b,Kepler-1893,Transit,2021,4.179369926,1.70557445,0.15216142,3.55,0.0112,1194.0,1050.72,5633.0,0.973,1.162,1,Cluster 1,1.0056844499395694,1,False,Normal
Kepler-1601 b,Kepler-1601,Transit,2016,2.20921951,0.82,0.0731555,0.477,0.0015,1507.0,644.456,5869.0,1.04,1.07,1,Cluster 1,0.9892706987263281,1,False,Normal
Kepler-1922 b,Kepler-1922,Transit,2021,13.22259998,2.29064904,0.20435837,5.86,0.0184,740.0,1344.29,5931.0,0.953,0.863,1,Cluster 1,1.1073009015216382,1,False,Normal
HD 80653 b,HD 80653,Transit,2020,0.71957926,1.621,0.14461618,5.61,0.01765103,2438.0,109.86,5959.0,1.15,1.199,1,Cluster 1,1.2690474740792748,1,False,Normal
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273738,0.87,0.0776162,0.59,0.00186,1010.0,399.114,5564.0,0.94,0.99,1,Cluster 1,1.0041204832249844,1,False,Normal
Kepler-666 b,Kepler-666,Transit,2016,4.49876092,2.4,0.21411366,6.35,0.02,1133.0,1508.71,5887.0,1.03,1.05,1,Cluster 1,1.0069795889380289,1,False,Normal
Kepler-211 c,Kepler-211,Transit,2014,6.04045,1.29,0.115,18.3,0.058,841.0,309.353,5123.0,0.867,0.816,2,Cluster 2,1.2739474895566323,1,False,Normal
Kepler-203 c,Kepler-203,Transit,2014,5.370647,2.47,0.22,749.9,2.36,1096.0,703.302,5821.0,1.06,1.114,2,Cluster 2,2.627304012211334,-1,True,Potential Outlier
GJ 674 b,GJ 674,Radial Velocity,2007,4.6938,3.33,0.297,11.09,0.035,530.8,4.54896,3600.0,0.35,0.36463,1,Cluster 1,1.1546079884927674,1,False,Normal
OGLE-TR-182 b,OGLE-TR-182,Transit,2007,3.9791,12.666,1.13,320.995,1.01,1550.0,2501.75,5924.0,1.14,1.14,0,Cluster 0,1.0233974639833847,1,False,Normal
HD 69830 c,HD 69830,Radial Velocity,2006,31.56,3.46,0.309,11.8,0.0371,567.04,12.5591,5385.0,0.86,0.886947,1,Cluster 1,1.0781326951740067,1,False,Normal
GJ 3021 b,GJ 3021,Radial Velocity,2000,133.71,13.1,1.17,1071.04,3.37,350.0,17.5559,5540.0,0.9,0.9,0,Cluster 0,1.0764126242086285,1,False,Normal
HD 221287 b,HD 221287,Radial Velocity,2007,456.1,13.1,1.17,982.05,3.09,290.13,55.9231,6304.0,1.25,1.13864,0,Cluster 0,1.006116945456275,1,False,Normal
HD 47536 b,HD 47536,Radial Velocity,2002,712.13,12.6,1.13,2330.0,7.32,736.52,122.536,4380.0,2.1,23.47,3,Cluster 3,1.4676059281213163,1,False,Normal
HD 107148 b,HD 107148,Radial Velocity,2005,48.056,9.6,0.856,66.741,0.21,582.78,49.4156,5797.0,1.12,1.169193,0,Cluster 0,1.0356605080957924,1,False,Normal
HD 179949 b,HD 179949,Radial Velocity,2000,3.092514,13.9,1.24,291.12,0.916,1590.53,27.4573,6168.0,1.21,1.266865,0,Cluster 0,0.9601252674229377,1,False,Normal
HD 188015 b,HD 188015,Radial Velocity,2004,461.2,13.6,1.21,476.72,1.5,267.98,50.6706,5746.0,1.09,1.125296,0,Cluster 0,0.9739519310930065,1,False,Normal
HD 27442 b,HD 27442,Radial Velocity,2000,428.1,13.5,1.21,495.8,1.56,369.62,18.2704,4846.0,1.23,3.18,3,Cluster 3,1.1756778912448018,1,False,Normal
HD 46375 b,HD 46375,Radial Velocity,2000,3.023573,10.0,0.894,71.8,0.226,1221.4,29.5529,5285.0,0.92,0.914196,0,Cluster 0,1.0270311142873014,1,False,Normal
HAT-P-2 b,HAT-P-2,Transit,2007,5.6335158,10.659759,0.951,2866.81223114,9.02,1540.0,127.774,6380.0,1.33,1.39,0,Cluster 0,1.1713106486066787,1,False,Normal
HD 109749 b,HD 109749,Radial Velocity,2005,5.239891,11.1,0.993,85.8141,0.27,1250.83,63.0821,5824.0,1.13,1.22,0,Cluster 0,1.038279676019215,1,False,Normal
HD 149143 b,HD 149143,Radial Velocity,2005,4.07182,13.6,1.22,422.7139,1.33,1471.9,73.2801,5856.0,1.2,1.44,0,Cluster 0,1.0074509732665249,1,False,Normal
HD 224693 b,HD 224693,Radial Velocity,2006,26.6904,14.0,1.25,222.481,0.7,903.45,93.5015,5894.0,1.31,1.93,0,Cluster 0,1.1002112512245001,1,False,Normal
HD 231701 b,HD 231701,Radial Velocity,2007,141.63,13.7,1.22,359.1479,1.13,483.27,108.877,6101.0,1.21,1.53,0,Cluster 0,1.0457463448558988,1,False,Normal
HIP 14810 b,HIP 14810,Radial Velocity,2005,6.673892,13.0,1.16,1239.537,3.9,1048.2,50.48,5544.0,1.01,1.07,0,Cluster 0,1.0161695058525972,1,False,Normal
HIP 14810 d,HIP 14810,Radial Velocity,2009,981.8,14.1,1.26,187.5197,0.59,198.54,50.48,5544.0,1.01,1.07,0,Cluster 0,0.9786990877303634,1,False,Normal
HD 207832 b,HD 207832,Radial Velocity,2012,160.07,14.2,1.26,177.9848,0.56,340.28,58.9291,5726.0,1.05,0.89,0,Cluster 0,1.07070371209668,1,False,Normal
HD 37605 c,HD 37605,Radial Velocity,2012,2720.0,13.1,1.17,1013.8777,3.19,126.75,46.7864,5329.0,0.94,0.91,0,Cluster 0,1.00660428381062,1,False,Normal
HD 1605 c,HD 1605,Radial Velocity,2015,2149.0,13.0,1.16,1150.5446,3.62,233.88,88.8047,4915.0,1.33,3.49,3,Cluster 3,1.3004164358906474,1,False,Normal
HD 55696 b,HD 55696,Radial Velocity,2018,1827.0,12.9,1.16,1357.12729789,4.27,200.43,77.9693,6012.0,1.29,1.52,0,Cluster 0,1.0523727546039015,1,False,Normal
HD 148164 c,HD 148164,Radial Velocity,2018,5062.0,12.8,1.15,1640.0028,5.16,135.77,77.1971,6032.0,1.21,1.34,0,Cluster 0,1.0783704478636076,1,False,Normal
HD 211810 b,HD 211810,Radial Velocity,2018,1558.0,14.0,1.25,212.9461,0.67,177.77,64.6353,5652.0,1.03,1.13,0,Cluster 0,0.9706988815228474,1,False,Normal
HD 221416 b,HD 221416,Transit,2019,14.2767,9.17,0.836,60.5,0.19,1314.67,95.5483,5080.0,1.212,2.943,0,Cluster 0,1.433592589317367,1,False,Normal
Kepler-595 c,Kepler-595,Transit,2020,12.38602,1.009,0.09001695,3.3,0.01038291,679.0,643.009,5138.5,0.93,0.821,1,Cluster 1,1.5260340363496938,-1,True,Potential Outlier
Kepler-595 b,Kepler-595,Transit,2016,25.3029092,3.708,0.3308056,17.4,0.05474625,535.0,643.009,5138.5,0.93,0.821,1,Cluster 1,1.2193921391456297,1,False,Normal
PSR B1257+12 b,PSR B1257+12,Pulsar Timing,1994,25.262,0.338,0.0302,0.02,6.293e-05,,600.0,,1.4,,1,Cluster 1,2.051341678528933,-1,True,Potential Outlier
PSR B1257+12 c,PSR B1257+12,Pulsar Timing,1992,66.5419,1.91,0.17,4.3,0.01352925,,600.0,,1.4,,1,Cluster 1,1.5720271741183098,-1,True,Potential Outlier
OGLE-TR-211 b,OGLE-TR-211,Transit,2007,3.67724,15.244,1.36,327.351,1.03,1686.0,1515.26,6325.0,1.33,1.64,0,Cluster 0,0.9856673345301183,1,False,Normal
Lupus-TR-3 b,Lupus-TR-3,Transit,2007,3.91405,9.976,0.89,257.431,0.81,1013.56,773.409,5000.0,0.87,0.82,0,Cluster 0,1.0120620788228964,1,False,Normal
2MASS J04414489+2301513 b,2MASS J04414489+2301513,Imaging,2010,,12.6,1.13,2383.6,7.5,17.6,120.42398696,2936.0,0.019,0.231916,0,Cluster 0,1.984081293838265,-1,True,Potential Outlier
WASP-21 b,WASP-21,Transit,2010,4.322482,11.99,1.07,95.345,0.3,1333.0,258.426,5800.0,1.01,1.06,0,Cluster 0,1.041737500256982,1,False,Normal
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,10.87,0.97,874.0,2.75,600.0,338.386,5075.0,0.89,0.79,0,Cluster 0,1.2166824992953513,1,False,Normal
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,16.14,1.44,291.438,0.917,1442.0,1126.37,5675.0,1.078,1.116,0,Cluster 0,1.094576048417079,1,False,Normal
CoRoT-11 b,CoRoT-11,Transit,2010,2.99433,16.03,1.43,740.51,2.33,1657.0,655.037,6440.0,1.27,1.37,0,Cluster 0,1.1270615086791786,1,False,Normal
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,9.92,0.885,415.704,1.308,1700.0,1148.93,5945.0,1.09,1.01,0,Cluster 0,1.2039391080789217,1,False,Normal
HD 285968 b,HD 285968,Radial Velocity,2008,8.7836,2.83,0.253,8.4,0.026,450.0,9.47045,3703.49,0.5,0.478214,1,Cluster 1,0.9987065886797402,1,False,Normal
HD 205739 b,HD 205739,Radial Velocity,2008,279.8,13.6,1.21,435.41,1.37,362.84,92.5087,6176.0,1.22,1.33,0,Cluster 0,0.9934439221359732,1,False,Normal
CoRoT-3 b,CoRoT-3,Transit,2008,4.2568,11.32,1.01,6883.91,21.66,1695.0,768.771,6740.0,1.37,1.56,0,Cluster 0,1.1999895381616374,1,False,Normal
HD 16417 b,HD 16417,Radial Velocity,2008,17.24,5.0,0.446,22.1,0.0696,964.0,25.3936,5841.0,1.2,1.639984,1,Cluster 1,1.2029841973985742,1,False,Normal
AB Pic b,AB Pic,Imaging,2005,,12.3,1.1,4290.5,13.5,15.8,50.0475,5285.0,0.9,0.999394,0,Cluster 0,1.1936489726067943,1,False,Normal
CT Cha b,CT Cha,Imaging,2007,,24.66,2.2,5403.0,17.0,2600.0,190.72,4403.0,,1.679694,0,Cluster 0,1.2990832196910334,1,False,Normal
HD 9446 b,HD 9446,Radial Velocity,2009,30.052,14.0,1.25,222.472,0.7,642.55,50.3503,5793.0,1.0,1.0,0,Cluster 0,0.9966084253554868,1,False,Normal
Kepler-4 b,Kepler-4,Transit,2009,3.21346,4.002,0.357,24.472,0.077,1650.0,487.916,5857.0,1.223,1.487,1,Cluster 1,1.1723697580736787,1,False,Normal
GJ 876 c,GJ 876,Radial Velocity,2000,30.0881,14.0,1.25,226.9846,0.7142,241.66,4.67517,3293.74,0.32,0.3,4,Cluster 4,1.0444906258976012,1,False,Normal
HIP 79431 b,HIP 79431,Radial Velocity,2009,111.7,13.4,1.19,667.415,2.1,177.42,14.5324,3191.0,0.49,0.478625,4,Cluster 4,1.0178177860545876,1,False,Normal
WASP-31 b,WASP-31,Transit,2010,3.4059096,17.363,1.549,151.916,0.478,1423.7,383.829,6302.0,1.163,1.252,0,Cluster 0,1.249153269659961,1,False,Normal
24 Sex b,24 Sex,Radial Velocity,2010,452.8,13.4,1.19,632.46,1.99,471.32,72.0691,5098.0,1.54,4.9,3,Cluster 3,1.0826934556469041,1,False,Normal
WASP-37 b,WASP-37,Transit,2010,3.577469,13.002,1.16,572.07,1.8,1232.5,392.791,5800.0,0.925,1.003,0,Cluster 0,1.193227070127134,1,False,Normal
Kepler-9 d,Kepler-9,Transit,2010,1.592851,1.64,0.146,8.41466053,0.026473,2026.0,628.257,5777.0,1.07,1.02,1,Cluster 1,1.0807495007899455,1,False,Normal
KOI-217 b,KOI-217,Transit,2010,3.90512,12.442,1.11,,,1046.0,914.699,5545.0,0.95,0.86,0,Cluster 0,0.9919968586586594,1,False,Normal
HD 90156 b,HD 90156,Radial Velocity,2011,49.77,4.43,0.395,17.98,0.057,518.01,21.9496,5599.0,0.84,0.920286,1,Cluster 1,1.164789802230617,1,False,Normal
HD 177830 c,HD 177830,Radial Velocity,2010,110.9,7.87,0.702,47.6725,0.15,538.95,62.7674,4949.0,1.47,2.62,1,Cluster 1,1.549987641773359,-1,True,Potential Outlier
ups And b,ups And,Radial Velocity,1996,4.617033,14.0,1.25,218.531,0.6876,1523.73,13.4054,6156.77,1.3,1.56,0,Cluster 0,0.996065521506296,1,False,Normal
ups And d,ups And,Radial Velocity,1999,1276.46,12.5,1.11,3257.74117175,10.25,233.9,13.4054,6156.77,1.3,1.56,0,Cluster 0,1.1590664336795395,1,False,Normal
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,Microlensing,2018,,14.0,1.25,127.0,0.401,,5915.0,,0.248,,0,Cluster 0,0.9711929429208807,1,False,Normal
Kepler-1737 b,Kepler-1737,Transit,2021,64.61750031,5.395,0.48131049,25.1,0.079,383.0,,5043.0,0.834,0.881,1,Cluster 1,1.150846193005934,1,False,Normal
K2-269 b,K2-269,Transit,2018,4.144965,1.57,0.14006602,3.09,0.00972,1429.0,360.76,6209.0,1.16,1.45,1,Cluster 1,1.0351226010961265,1,False,Normal
TOI-1249 b,TOI-1249,Transit,2024,13.079151,3.2710301,0.29182226,11.9,0.03744159,726.89,139.49,5497.0,1.0062,0.9785,1,Cluster 1,1.1566108378641924,1,False,Normal
Kepler-106 d,Kepler-106,Transit,2014,23.9802,0.95,0.085,8.1,0.02548532,649.0,444.322,5858.0,1.0,1.04,1,Cluster 1,1.360129783885707,1,False,Normal
Kepler-1031 b,Kepler-1031,Transit,2016,1.22621732,0.87,0.0776162,0.59,0.00186,2024.0,682.882,6011.0,1.09,1.12,1,Cluster 1,1.07564083765872,1,False,Normal
CD-35 2722 b,CD-35 2722,Imaging,2011,,17.37392009,1.55,9375.9380065,29.5,1800.0,22.3896,3689.0,0.4,0.558549,0,Cluster 0,1.207078341673319,1,False,Normal
Kepler-948 b,Kepler-948,Transit,2016,7.76846622,1.85,0.16504595,4.08,0.0128,841.0,868.017,5679.0,0.96,0.94,1,Cluster 1,0.9782713846717581,1,False,Normal
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,Microlensing,2022,,14.1,1.26,181.16219199,0.57,,7730.0,,0.52,,0,Cluster 0,1.0143853146780522,1,False,Normal
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,Microlensing,2019,,13.5,1.2,570.0,1.8,,7100.0,,0.18,,0,Cluster 0,1.0517564846616498,1,False,Normal
WASP-61 b,WASP-61,Transit,2012,3.8559,15.80469,1.41,851.7844,2.68,1624.4,488.66,6250.0,1.82,1.55,0,Cluster 0,1.4259077753066016,1,False,Normal
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,Microlensing,2024,,14.2,1.27,163.04597279,0.513,,6570.0,,0.368,,0,Cluster 0,0.9780877489607992,1,False,Normal
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,Microlensing,2021,,12.3,1.1,4513.1633794,14.2,,3630.0,,0.8,,0,Cluster 0,1.1528979476296246,1,False,Normal
WASP-123 b,WASP-123,Transit,2016,2.97764359,15.13212395,1.35,285.72917,0.899,1500.0,197.996,5740.0,1.166,1.285,0,Cluster 0,0.9865022172605951,1,False,Normal
Kepler-1882 b,Kepler-1882,Transit,2021,13.78730011,1.48674404,0.13263865,2.81,0.00886,894.0,443.371,5691.0,1.068,1.458,1,Cluster 1,1.1903794168840165,1,False,Normal
KOI-984 b,KOI-984,Transit,2022,4.2881785,4.3,0.38362097,17.1,0.0537,1022.0,252.667,5295.0,0.928,0.818,1,Cluster 1,1.2154201527429707,1,False,Normal
Kepler-1573 b,Kepler-1573,Transit,2016,2.6157554,1.2,0.10705683,1.87,0.00588,1379.0,1455.36,5808.0,1.01,1.0,1,Cluster 1,1.0071155314122924,1,False,Normal
Kepler-802 b,Kepler-802,Transit,2016,40.0587473,3.54,0.31581765,12.3,0.0386,489.0,780.585,5507.0,0.93,0.9,1,Cluster 1,1.077074217577946,1,False,Normal
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,Microlensing,2024,,14.1,1.26,200.23189641,0.63,,7220.0,,0.17,,0,Cluster 0,1.0259514737915816,1,False,Normal
Kepler-1440 b,Kepler-1440,Transit,2016,39.859484,1.26,0.11240967,2.13,0.00669,597.0,1115.35,5698.0,0.98,0.96,1,Cluster 1,1.1691403134187406,1,False,Normal
WASP-130 b,WASP-130,Transit,2016,11.55098,9.97601,0.89,390.9309,1.23,833.0,172.256,5625.0,1.04,0.96,0,Cluster 0,1.0245603920340747,1,False,Normal
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,Microlensing,2020,,12.8,1.14,1760.0,5.53,,5670.0,,0.55,,0,Cluster 0,1.1213221257595973,1,False,Normal
Kepler-949 b,Kepler-949,Transit,2016,8.689307296,2.91,0.25961281,8.8,0.0277,782.0,486.105,5403.0,0.89,0.86,1,Cluster 1,0.9973726805322631,1,False,Normal
Kepler-1964 b,Kepler-1964,Transit,2021,2.440829992,1.7810587,0.15889569,3.83,0.012,986.0,,4803.0,0.752,0.698,1,Cluster 1,1.0593741880338963,1,False,Normal
KMT-2023-BLG-1592L b,KMT-2023-BLG-1592L,Microlensing,2026,,14.1,1.26,184.34047606,0.58,,7200.0,,0.55,,0,Cluster 0,0.9716315470052447,1,False,Normal
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,Microlensing,2022,,13.1,1.17,1036.12060682,3.26,,5830.0,,0.42,,0,Cluster 0,1.0221764300880838,1,False,Normal
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,Microlensing,2024,,5.19,0.463,23.5,0.07393927,,6500.0,,0.57,,5,Cluster 5,1.0364996126145762,1,False,Normal
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026,,7.34,0.655,42.32,0.13315361,,7500.0,,0.26,,5,Cluster 5,1.088485651759287,1,False,Normal
