pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,sy_dist,st_teff,st_mass,st_rad,DBSCAN_Cluster,Cluster_Name,LOF_Score,LOF_Label,Potential_Outlier,Outlier_Status
TOI-5388.01,TOI-5388,Transit,2024,2.5946748,0.99,0.08832204,2.2,0.00692197,488.0,18.5226,3440.0,0.292,0.3,1,Cluster 1,1.1081829336887261,1,False,Normal
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,Microlensing,2026,,12.9,1.15,1395.26670673,4.39,,7190.0,,0.48,,0,Cluster 0,1.0576885254812358,1,False,Normal
HD 100508 b,HD 100508,Radial Velocity,2026,5681.0,13.7,1.22,381.3940884,1.2,106.66,32.7548,5419.0,0.94,1.0179,0,Cluster 0,1.0539156436002444,1,False,Normal
HD 114386 c,HD 114386,Radial Velocity,2026,444.0,13.4,1.2,117.59651059,0.37,200.82,27.9243,4895.0,0.8,0.76,0,Cluster 0,1.007470641637763,1,False,Normal
HD 28109 d,HD 28109,Transit,2022,84.2899,3.11,0.27745609,5.8,0.01824884,561.0,139.611,6189.0,1.227,1.425,1,Cluster 1,1.119568709447409,1,False,Normal
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,Microlensing,2021,,1.2,0.107,1.87,0.00588368,,1220.0,,0.49,,5,Cluster 5,1.055140637405192,1,False,Normal
TOI-6716 b,TOI-6716,Transit,2026,4.7185898,0.982,0.0876,0.911,0.00287,369.0,18.8873,3110.0,0.223,0.231,1,Cluster 1,0.9605987741600375,1,False,Normal
HD 154345 b,HD 154345,Radial Velocity,2006,3280.0,13.7,1.22,376.9444907,1.186,119.21,18.284,5468.0,0.89,0.85,0,Cluster 0,1.0405550701041706,1,False,Normal
HD 217107 b,HD 217107,Radial Velocity,1998,7.1270166,13.6,1.21,459.57987652,1.446,1105.84,20.0619,5622.0,1.045,1.2245,0,Cluster 0,1.114030837515037,1,False,Normal
TOI-1472 b,TOI-1472,Transit,2024,6.36338574,4.058,0.362,18.05,0.057,891.0,121.84,5100.0,0.87,0.84,1,Cluster 1,1.1863993105640371,1,False,Normal
TOI-1648 b,TOI-1648,Transit,2025,7.331602,2.54,0.227,7.4,0.0233,799.0,69.835,4850.0,0.83,0.81,1,Cluster 1,1.1543902085704072,1,False,Normal
HD 164604 b,HD 164604,Radial Velocity,2009,653.9,12.3,1.1,4195.3349724,13.2,170.16,39.3633,4663.0,0.77,0.78,0,Cluster 0,1.1963053710462694,1,False,Normal
HD 164604 c,HD 164604,Radial Velocity,2026,5387.0,12.5,1.12,3019.3698665,9.5,84.25,39.3633,4663.0,0.77,0.78,0,Cluster 0,1.1185495934549976,1,False,Normal
HIP 54515 b,HIP 54515,Imaging,2026,33000.0,12.2,1.08,5625.5628039,17.7,100.72,82.8101,8100.0,1.9,1.64915,0,Cluster 0,1.805099682476413,-1,True,Potential Outlier
TOI-1518 b,TOI-1518,Transit,2021,1.90261131,21.05046575,1.878,581.62598481,1.83,2546.0,225.888,7299.0,1.88,1.942,0,Cluster 0,1.4365867890712467,1,False,Normal
GJ 4274 b,GJ 4274,Radial Velocity,2026,1.6339,1.53,0.137,2.97,0.00934467,548.53,7.23556,3228.0,0.18,0.19,1,Cluster 1,1.0691219477615803,1,False,Normal
LHS 1903 b,LHS 1903,Transit,2026,2.1555098,1.382,0.12329399,3.28,0.01032003,796.0,35.6917,3664.0,0.538,0.539,1,Cluster 1,1.0094578202328899,1,False,Normal
LHS 1903 c,LHS 1903,Transit,2026,6.226185,2.046,0.18253221,4.55,0.0143159,559.0,35.6917,3664.0,0.538,0.539,1,Cluster 1,1.0287283447342446,1,False,Normal
TOI-1080 b,TOI-1080,Transit,2026,3.9652482,1.2,0.10705701,10.7,0.03366596,368.0,25.559,3065.0,0.1667,0.2019,1,Cluster 1,0.9987453440590262,1,False,Normal
TOI-2145 b,TOI-2145,Transit,2023,10.261128,12.24020692,1.092,1805.26535176,5.68,1484.0,224.731,6206.0,1.71,2.75,0,Cluster 0,1.526107184213887,-1,True,Potential Outlier
TIC 231949697 b,TIC 231949697,Transit,2026,0.90720448719,1.52831855,0.13634768,2.95,0.00928,982.91,50.2408,3451.32,0.490679,0.492584,1,Cluster 1,1.1108263500007154,1,False,Normal
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,Imaging,2025,,12.2,1.09,4926.3403085,15.5,390.0,14.43,,0.024,,0,Cluster 0,1.135620796894232,1,False,Normal
HD 202772 A b,HD 202772 A,Transit,2019,3.3088775,18.2370116,1.627,323.54931833,1.018,2181.0,161.498,6442.0,1.721,2.554,0,Cluster 0,1.1308743736919895,1,False,Normal
TOI-4588 b,TOI-4588,Transit,2026,13.11881173651,2.92922558,0.26132845,8.9,0.028,1768.0,225.181,7746.12,2.018,1.57458,1,Cluster 1,2.300030610207443,-1,True,Potential Outlier
TOI-4513 b,TOI-4513,Transit,2026,9.76042253684,2.34587608,0.20928541,6.11,0.0192,653.0,102.609,5623.93,0.979,0.796628,1,Cluster 1,0.996124608138785,1,False,Normal
TIC 24750448 b,TIC 24750448,Transit,2026,3.59159193029,2.43722231,0.21743479,6.51,0.0205,,178.146,4545.43,0.69,0.713599,1,Cluster 1,0.996982679952884,1,False,Normal
TOI-4127 b,TOI-4127,Transit,2023,56.3987,12.07,1.08,743.71847238,2.34,556.0,319.632,6096.0,1.23,1.293,0,Cluster 0,1.2159980846061833,1,False,Normal
TOI-697 b,TOI-697,Transit,2026,8.60788713593,2.35859364,0.21041999,6.16,0.0194,839.8,93.7714,5681.95,0.97,0.968149,1,Cluster 1,0.978392079356642,1,False,Normal
TOI-4561 b,TOI-4561,Transit,2026,8.93547936706,1.77789214,0.15861319,3.81,0.012,789.81,179.008,5537.93,1.0,0.851957,1,Cluster 1,1.1101887726378228,1,False,Normal
TIC 24750448 c,TIC 24750448,Transit,2026,10.14385270726,3.09028272,0.27569703,9.75,0.0307,,178.146,4545.43,0.69,0.713599,1,Cluster 1,1.0501194289270686,1,False,Normal
GJ 1137 c,HD 93083,Radial Velocity,2026,9.6412,2.11,0.189,5.12,0.01610932,768.51,28.5159,5033.8,0.836,0.837,1,Cluster 1,0.977840365375798,1,False,Normal
TIC 87422071 b,TIC 87422071,Transit,2026,11.364929,10.8615023,0.969,409.99864503,1.29,1110.0,384.758,6150.0,1.239,1.489,0,Cluster 0,1.0764423816002335,1,False,Normal
TOI-883 b,TOI-883,Transit,2026,10.05771848538,7.17166228,0.63981396,40.7,0.128,861.0,102.637,5713.15,1.003,1.01477,1,Cluster 1,1.0367403592344169,1,False,Normal
TOI-4640 b,TOI-4640,Transit,2026,2.68566015238,2.84326517,0.25365957,8.46,0.0266,1378.86,245.089,5743.01,1.1,1.06715,1,Cluster 1,1.1164682748412926,1,False,Normal
TIC 38828280 b,TIC 38828280,Transit,2026,4.85558984762,2.62701629,0.2343671,7.4,0.0233,,286.415,5046.63,0.84,0.741147,1,Cluster 1,1.0067243795593972,1,False,Normal
TIC 147027702 b,TIC 147027702,Transit,2026,44.40523,10.92875618,0.975,346.43296363,1.09,863.0,457.186,6410.0,1.406,2.136,0,Cluster 0,1.1274272113194181,1,False,Normal
TIC 245076932 b,TIC 245076932,Transit,2026,21.61389,10.87271128,0.97,162.09248757,0.51,845.0,303.96,6130.0,1.117,1.288,0,Cluster 0,1.0134185207432265,1,False,Normal
TOI-921 b,TOI-921,Transit,2026,5.12871907628,3.53409617,0.31529149,12.2,0.0385,951.0,294.015,6011.66,1.13,1.14165,1,Cluster 1,1.0675562268075924,1,False,Normal
TOI-4930 b,TOI-4930,Transit,2026,6.78130241498,6.93277225,0.61850158,38.4,0.121,1169.0,413.757,5624.72,1.04,1.15926,1,Cluster 1,1.0725686282127462,1,False,Normal
TIC 62895484 b,TIC 62895484,Transit,2026,2.83985434327,3.49391667,0.3117069,12.0,0.0378,,294.857,5520.79,0.98,0.874291,1,Cluster 1,1.0929230516591133,1,False,Normal
TOI-941 b,TOI-941,Transit,2026,8.51460888787,6.51165317,0.58093179,34.6,0.109,982.42,263.386,5745.88,1.078,1.1849,1,Cluster 1,1.0450279876114648,1,False,Normal
TOI-5159 b,TOI-5159,Transit,2026,5.83639428843,1.54732112,0.13804298,3.01,0.00948,866.29,55.1788,5156.16,0.9,0.854084,1,Cluster 1,1.0982025712124788,1,False,Normal
TIC 86380416 b,TIC 86380416,Transit,2026,6.0408643461,2.4123612,0.21521682,6.4,0.0201,,244.68,5723.74,1.07,0.989724,1,Cluster 1,1.0154128790956596,1,False,Normal
K2-19 b,K2-19,Transit,2015,7.9193,7.0,0.62449925,30.8,0.09690764,857.0,289.827,5322.0,0.88,0.82,1,Cluster 1,1.0300540388046688,1,False,Normal
TOI-5335 b,TOI-5335,Transit,2026,3.61365988443,4.02422162,0.35901762,15.3,0.048,1048.0,331.289,5528.92,0.945,0.916633,1,Cluster 1,1.1625435424062731,1,False,Normal
TIC 88692598 b,TIC 88692598,Transit,2026,2.64909436758,1.81295951,0.16174169,3.94,0.0124,,73.5258,3483.17,0.529218,0.532473,1,Cluster 1,0.9915944251542829,1,False,Normal
TOI-1752 b,TOI-1752,Transit,2026,0.9351861,1.693,0.1510396,3.51,0.011,1036.0,103.021,3762.0,0.524,0.53,1,Cluster 1,1.075909239442498,1,False,Normal
TOI-1269 c,TOI-1269,Transit,2026,9.23786144195,2.22999162,0.19894687,5.6,0.0176,757.0,172.138,5554.02,0.9027,0.848906,1,Cluster 1,0.9745758438647343,1,False,Normal
TOI-5486 b,TOI-5486,Transit,2026,2.02470073205,3.96824928,0.3540241,14.9,0.0469,752.0,89.6811,3750.17,0.548138,0.553216,1,Cluster 1,1.1219726549711315,1,False,Normal
TIC 139702105 b,TIC 139702105,Transit,2026,6.83601903383,2.45316949,0.2188575,6.59,0.0207,,91.7884,5742.35,0.9,1.25423,1,Cluster 1,1.0463408681442306,1,False,Normal
TOI-5624 c,TOI-5624,Transit,2026,7.885385,2.474,0.22071588,4.8,0.01510249,857.0,101.913,5327.0,0.858,0.82,1,Cluster 1,1.051285958813059,1,False,Normal
TOI-1718 b,TOI-1718,Transit,2026,5.58703768615,4.10824994,0.36651414,15.8,0.0497,948.0,52.3044,5304.91,0.93,0.939285,1,Cluster 1,1.1904311065228024,1,False,Normal
TOI-5532 b,TOI-5532,Transit,2026,5.6539659431,2.52763693,0.22550105,6.93,0.0218,617.33,90.9985,4208.45,0.636083,0.662052,1,Cluster 1,0.9947174831971685,1,False,Normal
TIC 161045582 b,TIC 161045582,Transit,2026,8.85577189959,2.24566738,0.20034537,5.67,0.0178,,162.246,5683.87,1.04,1.07976,1,Cluster 1,0.9727676442884186,1,False,Normal
TOI-1232 c,TOI-1232,Transit Timing Variations,2026,30.356,8.88,0.792,58.48042689,0.184,660.05,328.604,5823.0,1.058,1.072,0,Cluster 0,0.9998535216097192,1,False,Normal
TOI-1732 b,TOI-1732,Transit,2026,4.11923678339,2.49549787,0.22263379,6.78,0.0213,657.79,74.7599,4201.93,0.613891,0.632571,1,Cluster 1,1.016563241261994,1,False,Normal
TOI-5605 b,TOI-5605,Transit,2026,5.91340454843,2.52611303,0.2253651,6.92,0.0218,669.0,95.0735,4583.79,0.68,0.736044,1,Cluster 1,1.0041091285421655,1,False,Normal
TOI-1756 b,TOI-1756,Transit,2026,2.78301736297,1.94225664,0.17327683,4.43,0.0139,696.39,86.7159,3891.86,0.556454,0.562607,1,Cluster 1,0.9975834572042522,1,False,Normal
TOI-5630 b,TOI-5630,Transit,2026,3.22118452536,2.37117553,0.21154248,6.22,0.0196,1541.0,134.047,5385.64,0.934,0.933361,1,Cluster 1,1.1083276288441097,1,False,Normal
TIC 206466666 b,TIC 206466666,Transit,2026,9.10486865159,2.14817673,0.19164782,5.26,0.0165,,127.837,4620.3,0.76,0.667193,1,Cluster 1,0.9835540528286042,1,False,Normal
TOI-198 b,TOI-198,Transit,2023,10.215213,1.36,0.12133128,3.17,0.00997394,456.0,23.7262,3801.0,0.417,0.418,1,Cluster 1,1.1527943596229069,1,False,Normal
KMT-2024-BLG-2005L b,KMT-2024-BLG-2005L,Microlensing,2026,,8.18,0.729,50.85254512,0.16,,7720.0,,0.12,,5,Cluster 5,1.1393643664592905,1,False,Normal
TOI-1839 b,TOI-1839,Transit,2026,1.42378440907,2.21895097,0.19796189,5.56,0.0175,1405.35,116.086,5315.91,0.934,0.848099,1,Cluster 1,1.07676792331332,1,False,Normal
TOI-5926 b,TOI-5926,Transit,2026,3.81122794237,7.56807148,0.67517928,44.6,0.14,987.0,275.103,5388.92,0.946,0.890046,0,Cluster 0,1.017637343578127,1,False,Normal
TIC 290487717 b,TIC 290487717,Transit,2026,3.400818229,6.63777941,0.59218403,35.7,0.112,,395.574,5328.97,0.92,0.943767,1,Cluster 1,1.0793886037175544,1,False,Normal
TOI-672 b,TOI-672,Transit,2023,3.633581,5.31,0.47372729,50.9,0.16014931,699.5,66.9071,3810.0,0.54,0.54,1,Cluster 1,1.1078491332781262,1,False,Normal
TOI-2071 b,TOI-2071,Transit,2026,5.67395386982,2.56484195,0.22882027,7.1,0.0224,1029.33,231.311,5755.41,1.063,1.00286,1,Cluster 1,1.0308954369671723,1,False,Normal
TOI-4156 c,TOI-4156,Transit,2026,12.82282706375,2.92303762,0.2607764,8.87,0.0279,809.32,213.719,5971.64,1.1,1.03963,1,Cluster 1,1.0442020224848174,1,False,Normal
TIC 356227008 b,TIC 356227008,Transit,2026,2.96147448702,2.39024009,0.21324331,6.3,0.0198,,387.609,5731.86,1.02,0.959792,1,Cluster 1,0.975223021363173,1,False,Normal
TOI-2518 b,TOI-2518,Transit,2026,6.89797425216,2.26838675,0.20237226,5.77,0.0181,1095.0,160.825,5751.2,1.11,0.993374,1,Cluster 1,1.103324251243394,1,False,Normal
TOI-6393 b,TOI-6393,Transit,2026,9.53176110329,2.75958542,0.24619414,8.04,0.0253,696.0,186.229,5008.2,0.835,0.766023,1,Cluster 1,1.0522774248096176,1,False,Normal
EPIC 220674823 b,EPIC 220674823,Transit,2016,0.57130782,1.606,0.14327797,7.54,0.02372349,2324.0,244.59,5578.0,0.913,0.99,1,Cluster 1,1.1131636279954322,1,False,Normal
EPIC 220674823 c,EPIC 220674823,Transit,2016,13.340603,2.712,0.24194885,7.9,0.02485618,838.0,244.59,5578.0,0.913,0.99,1,Cluster 1,1.1389399766489223,1,False,Normal
TOI-2654 b,TOI-2654,Transit,2026,2.96760425926,7.94454164,0.70876575,48.4,0.152,819.0,248.964,4594.08,0.69,0.756095,0,Cluster 0,1.0411844341351162,1,False,Normal
TOI-6699 b,TOI-6699,Transit,2026,5.32005926761,2.32645266,0.20755256,6.02,0.0189,976.0,85.8463,4705.1,0.75,0.75309,1,Cluster 1,1.090102790962216,1,False,Normal
TOI-1839 c,TOI-1839,Transit,2026,4.02393854207,2.40867246,0.21488773,6.39,0.0201,,116.086,5315.91,0.934,0.848099,1,Cluster 1,1.0054892288764423,1,False,Normal
K2-111 c,K2-111,Radial Velocity,2020,15.6748,3.34,0.298,11.1,0.03492451,923.0,200.394,5775.0,0.84,1.25,1,Cluster 1,1.293073576791316,1,False,Normal
TOI-4156 b,TOI-4156,Transit,2026,4.46189034133,2.53823825,0.22644684,6.98,0.022,1289.0,213.719,5971.64,1.1,1.03963,1,Cluster 1,1.048831375837247,1,False,Normal
TOI-7333 b,TOI-7333,Transit,2026,6.26449803661,2.09469416,0.18687642,5.04,0.0159,755.0,157.217,4586.87,0.721,0.666066,1,Cluster 1,0.9643494238224151,1,False,Normal
rho CrB e,rho CrB,Radial Velocity,2023,12.904,1.75,0.156,3.71,0.01167297,1004.88,17.4671,5817.0,1.0,1.3617,1,Cluster 1,1.0020072677990572,1,False,Normal
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,Microlensing,2008,,3.58,0.319,12.49,0.03929793,,2160.0,,0.28,,5,Cluster 5,0.9669856274204053,1,False,Normal
K2-79 b,K2-79,Transit,2016,10.995039,4.15,0.37023884,5.9,0.01856348,1033.0,256.011,5897.0,1.06,1.269,1,Cluster 1,1.1441818460989723,1,False,Normal
K2-111 b,K2-111,Transit,2017,5.3518963,1.837,0.16388645,5.35,0.01683298,1293.0,200.394,5775.0,0.84,1.25,1,Cluster 1,1.3256751300233316,1,False,Normal
TOI-4363 b,TOI-4363,Transit,2026,2.11867592279,1.76689273,0.15763188,3.77,0.0119,884.71,77.7751,4278.45,0.62,0.69132,1,Cluster 1,1.036370850892733,1,False,Normal
HD 5388 b,HD 5388,Radial Velocity,2010,772.5,13.1,1.17,1017.0509024,3.2,316.59,53.0661,6297.0,1.21,1.91,0,Cluster 0,1.0963170479461006,1,False,Normal
Kepler-79 b,Kepler-79,Transit,2012,13.48451,3.51,0.31314176,7.6,0.02391227,929.0,1020.72,6389.0,1.244,1.316,1,Cluster 1,1.1014767620249382,1,False,Normal
Kepler-79 c,Kepler-79,Transit,2012,27.4026,3.76,0.33544531,4.6,0.01447322,734.0,1020.72,6389.0,1.244,1.316,1,Cluster 1,1.1916856962760267,1,False,Normal
eps Ind A b,eps Ind A,Radial Velocity,2019,25450.0,12.7,1.13,2065.8846455,6.5,275.0,3.63857,4700.0,0.8,0.713,0,Cluster 0,1.1681174363752538,1,False,Normal
HD 16760 b,HD 16760,Radial Velocity,2009,466.08,12.1,1.08,6833.3107505,21.5,226.14,50.17561,5518.0,0.93,0.835,0,Cluster 0,1.0143444054330384,1,False,Normal
TOI-3457 b,TOI-3457,Transit,2026,32.600268,10.64,0.949,797.74930157,2.51,824.2,370.666,6300.0,1.04,1.474,0,Cluster 0,1.2234194348009528,1,False,Normal
TOI-6884 b,TOI-6884,Transit,2026,4.808264,10.39072511,0.927,8365.24367224,26.32,1652.0,562.376,6330.0,1.41,1.84,0,Cluster 0,1.1177992965348555,1,False,Normal
TOI-4602.01,TOI-4602,Transit,2024,3.9812999,2.45,0.219,5.53,0.0174,1344.0,63.0637,5966.0,0.9,1.08,1,Cluster 1,1.2925991230675988,1,False,Normal
TOI-791 b,TOI-791,Transit,2026,139.29931,11.13051784,0.993,9.5,0.02989034,434.3,341.221,6294.0,1.28,1.474,0,Cluster 0,1.2553317934560764,1,False,Normal
eps Eri b,eps Eri,Radial Velocity,2000,2680.0,13.8,1.23,317.828407,1.0,112.26,3.2026,5020.38,0.82,0.759106,0,Cluster 0,1.006379873066211,1,False,Normal
TOI-791 c,TOI-791,Transit,2026,232.0157,12.94637271,1.155,18.6,0.05852214,362.8,341.221,6294.0,1.28,1.474,0,Cluster 0,1.0044572376907623,1,False,Normal
HD 190360 b,HD 190360,Radial Velocity,2003,2887.5,13.5,1.2,537.0,1.68959095,150.0,16.0069,5560.0,0.996,1.14,0,Cluster 0,1.0803118200413748,1,False,Normal
HD 190360 c,HD 190360,Radial Velocity,2005,17.11625,5.53,0.494,26.2,0.08243442,794.55,16.0069,5560.0,0.996,1.14,1,Cluster 1,1.0430777085369762,1,False,Normal
HD 190360 d,HD 190360,Radial Velocity,2026,88.69,3.48,0.31,11.9,0.03744159,459.21,16.0069,5560.0,0.996,1.14,1,Cluster 1,1.1794649701825215,1,False,Normal
TOI-3664 b,TOI-3664,Transit,2026,3.2974839,13.69737442,1.222,114.41822652,0.36,1232.0,464.748,5593.0,0.98,1.11,0,Cluster 0,0.9747749548144189,1,False,Normal
TOI-4034 b,TOI-4034,Transit,2026,1.8020932,17.71018951,1.58,276.51071409,0.87,1907.0,745.145,5891.0,1.19,1.83,0,Cluster 0,1.0263023384589567,1,False,Normal
HD 126105 b,HD 126105,Radial Velocity,2026,524.0,13.5,1.2,530.77343969,1.67,413.6,82.8811,4875.0,1.2,4.21,3,Cluster 3,1.0992265213476236,1,False,Normal
TIC 52059926 b,TIC 52059926,Transit,2026,175.532,10.71,0.955,5380.0,16.9,229.6,216.581,4505.0,0.73,0.72,0,Cluster 0,1.1219537510545632,1,False,Normal
TOI-4427 b,TOI-4427,Transit,2026,4.6182621,13.09208946,1.168,87.72064033,0.276,1040.0,198.251,5347.0,0.9,0.89,0,Cluster 0,1.0036251830022294,1,False,Normal
TOI-2049 b,TOI-2049,Transit,2026,5.303468,16.64533634,1.485,486.27746271,1.53,1869.0,571.487,6164.0,1.57,3.2,0,Cluster 0,1.1055898059793035,1,False,Normal
TOI-4458 b,TOI-4458,Transit,2026,3.9393792,12.40834163,1.107,552.06794296,1.737,1759.0,505.432,6151.0,1.47,1.96,0,Cluster 0,1.2082448226317744,1,False,Normal
TOI-159 b,TOI-159,Transit,2026,3.7628396,18.18,1.622,1110.0,3.49,1891.0,347.593,7287.0,1.661,1.62,0,Cluster 0,1.2167155966651833,1,False,Normal
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,402000000.0,12.57647635,1.122,2383.7130525,7.5,493.0,10.8864,3552.0,0.4,0.366,0,Cluster 0,18.869471981896957,-1,True,Potential Outlier
HD 30177 c,HD 30177,Radial Velocity,2016,11320.0,12.9,1.15,1484.25866069,4.67,87.87,55.5867,5680.0,0.98,1.019,0,Cluster 0,0.9984952125451013,1,False,Normal
TOI-1710 b,TOI-1710,Transit,2022,24.28336,5.06,0.45142374,19.1,0.06009532,602.99,81.2271,5775.0,1.02,0.93,1,Cluster 1,1.153108279240572,1,False,Normal
K2-370 b,K2-370,Transit,2022,2.1408093,2.67,0.23820186,11.1,0.03492451,1267.0,144.202,5662.0,0.962,0.945,1,Cluster 1,1.1292536460736724,1,False,Normal
HIP 8923 b,HIP 8923,Radial Velocity,2026,5160.0,12.5,1.11,3171.92750186,9.98,136.48,65.9957,5980.0,1.01,1.32164,0,Cluster 0,0.9748515872466577,1,False,Normal
TOI-201 c,TOI-201,Transit Timing Variations,2025,2890.0,10.4,0.92782745,4990.0,15.70029579,169.58,113.825,6423.0,1.32,1.31,0,Cluster 0,1.0663140006389666,1,False,Normal
KMT-2023-BLG-0332L b,KMT-2023-BLG-0332L,Microlensing,2026,,12.0,1.07,6992.224954,22.0,,6500.0,,0.54,,0,Cluster 0,1.0906009811532584,1,False,Normal
XO-2 S d,XO-2 S,Radial Velocity,2024,4696.0,13.0,1.16,1179.14338997,3.71,110.98,151.398,5325.0,0.98,1.02,0,Cluster 0,1.0561749128681384,1,False,Normal
TOI-237 c,TOI-237,Transit,2026,1.74486147,1.206,0.1075923,1.9,0.00598,515.0,38.0749,3226.0,0.1698,0.2056,1,Cluster 1,1.0483818866063843,1,False,Normal
bet Pic b,bet Pic,Imaging,2008,8682.0,18.49485,1.65,2765.1071409,8.7,1612.0,19.7442,8038.68,1.789,1.54416,0,Cluster 0,1.3439007711639814,1,False,Normal
bet Pic c,bet Pic,Radial Velocity,2019,1202.0,12.5,1.12,2765.1071409,8.7,1250.0,19.7442,8038.68,1.789,1.54416,0,Cluster 0,1.1812048900837748,1,False,Normal
bet Pic d,bet Pic,Imaging,2026,33200.0,14.12331568,1.26,762.7881768,2.4,600.0,19.7442,8038.68,1.789,1.54416,0,Cluster 0,1.946806163701784,-1,True,Potential Outlier
Kepler-484 b,Kepler-484,Transit,2016,10.045569313,2.28,0.20340798,5.82,0.0183,766.0,382.136,5668.0,0.96,0.87,1,Cluster 1,0.9693443532588102,1,False,Normal
Kepler-758 c,Kepler-758,Transit,2016,4.75793986,1.69,0.1507717,3.5,0.011,1372.0,1502.32,6228.0,1.16,1.42,1,Cluster 1,1.0316625488707198,1,False,Normal
TOI-4311 b,TOI-4311,Transit,2026,0.9902738,1.376,0.12275871,4.5,0.01415858,1664.0,134.988,5063.0,0.816,0.8441,1,Cluster 1,1.0190978361439504,1,False,Normal
TOI-2147 b,TOI-2147,Transit,2026,26.20518,10.5,0.93674887,116.0,0.36497682,820.0,282.108,5983.0,0.99,1.39,0,Cluster 0,1.0112909820110023,1,False,Normal
TOI-6019 b,TOI-6019,Transit,2026,14.547952,12.3,1.09733439,149.0,0.46880643,1095.0,260.342,5561.0,1.13,2.02,0,Cluster 0,1.1710715818699016,1,False,Normal
Kepler-929 b,Kepler-929,Transit,2016,0.921032135,1.11,0.09902757,1.41,0.00444,2362.0,1311.23,5869.0,1.01,1.02,1,Cluster 1,1.1186271840257516,1,False,Normal
Kepler-1767 b,Kepler-1767,Transit,2021,59.65829849,3.01299077,0.26880149,9.34,0.0294,393.0,820.506,5243.0,0.887,0.831,1,Cluster 1,1.0130147893680956,1,False,Normal
Kepler-223 e,Kepler-223,Transit,2014,19.72567,4.6,0.41038451,4.8,0.01510241,751.0,1859.71,5803.0,1.125,1.72,1,Cluster 1,1.1988814181263532,1,False,Normal
Kepler-1127 b,Kepler-1127,Transit,2016,5.12330347,1.96,0.17485949,4.5,0.0142,994.0,842.459,5664.0,0.97,0.95,1,Cluster 1,0.9891430746354928,1,False,Normal
Kepler-1793 b,Kepler-1793,Transit,2021,8.779999733,3.79037518,0.33815521,13.8,0.0434,713.0,1189.88,5191.0,0.85,0.764,1,Cluster 1,1.1545428644242892,1,False,Normal
HD 141937 b,HD 141937,Radial Velocity,2002,662.37,12.4,1.11,3591.4609991,11.3,231.49,33.3622,5870.0,1.09,1.03,0,Cluster 0,1.047232979762813,1,False,Normal
TOI-1272 b,TOI-1272,Transit,2022,3.3159765,4.26,0.3800524,24.1,0.07582708,1051.0,137.572,4985.0,0.828,0.8,1,Cluster 1,1.2986286556452433,1,False,Normal
Kepler-1367 b,Kepler-1367,Transit,2016,1.574090272,0.92,0.0820769,0.721,0.00227,998.0,401.484,4106.0,0.62,0.6,1,Cluster 1,1.0580915970286644,1,False,Normal
Kepler-1900 b,Kepler-1900,Transit,2021,2.986229897,1.62314676,0.1448077,3.27,0.0103,1356.0,1540.43,6173.0,1.104,1.041,1,Cluster 1,1.0050561620179728,1,False,Normal
Kepler-1364 b,Kepler-1364,Transit,2016,13.32196237,2.15,0.19181015,5.27,0.0166,1299.0,1056.9,6805.0,1.49,1.79,1,Cluster 1,1.2556649653248693,1,False,Normal
Kepler-482 b,Kepler-482,Transit,2016,56.35418576,2.36,0.2105451,6.17,0.0194,352.0,313.068,4871.0,0.75,0.72,1,Cluster 1,0.9766221372925953,1,False,Normal
Kepler-1646 b,Kepler-1646,Transit,2016,4.48558383,1.23,0.10973325,2.04,0.00642,365.0,127.591,3299.0,0.24,0.26,1,Cluster 1,0.9781862883428166,1,False,Normal
HD 6718 b,HD 6718,Radial Velocity,2009,2476.0,13.3,1.18,762.7881768,2.4,148.94,51.3444,5746.0,0.96,1.02,0,Cluster 0,1.0540167902803832,1,False,Normal
Kepler-32 c,Kepler-32,Transit,2011,8.7522,2.0,0.178,158.9,0.5,451.0,323.847,3900.0,0.58,0.53,1,Cluster 1,0.9806066192678644,1,False,Normal
K2-177 b,K2-177,Transit,2018,14.155185,2.1162048,0.18879515,5.13,0.0161,,492.167,6063.0,1.210525,1.213565,1,Cluster 1,1.0074908637315942,1,False,Normal
Kepler-259 c,Kepler-259,Transit,2014,36.924931,2.7,0.241,7.75,0.0244,530.0,1002.14,5938.0,0.867,0.898,1,Cluster 1,1.3570459012342617,1,False,Normal
K2-183 b,K2-183,Transit,2018,0.469285,1.1,0.0981356,1.37,0.0043,,329.041,5482.0,0.942219,0.87,1,Cluster 1,0.9960155465706169,1,False,Normal
Kepler-222 d,Kepler-222,Transit,2014,28.081912,3.69,0.329,13.2,0.0415,522.0,758.854,5433.0,0.933,0.869,1,Cluster 1,1.1110338066080998,1,False,Normal
Kepler-165 c,Kepler-165,Transit,2014,15.31299,2.23,0.199,5.6,0.0176,581.0,560.885,5211.0,0.746,0.77,1,Cluster 1,1.0924715444356246,1,False,Normal
K2-263 b,K2-263,Transit,2018,50.819172,2.513,0.22419523,15.4,0.04845382,482.0,162.481,5368.0,0.88,0.85,1,Cluster 1,1.1999700176317813,1,False,Normal
